Id,MSSubClass,MSZoning,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,KitchenQual,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SalePrice
444,120,RL,Blmngtn,1Story,7,5,2006,2007,WdShing,1258,1258,0,1258,0,Gd,6,3,648,Partial,172500
445,60,RL,CollgCr,2Story,7,5,1994,1995,VinylSd,915,933,975,1908,1,Gd,8,2,493,Normal,210000
446,20,RL,Edwards,1Story,6,5,1956,1956,Wd Sdng,1436,1689,0,1689,0,TA,7,2,480,Normal,127500
447,20,RL,NAmes,1Story,6,6,1966,2002,BrkFace,1517,1888,0,1888,0,Gd,6,2,578,Normal,190000
448,60,RL,Gilbert,2Story,7,5,1998,1999,VinylSd,930,956,930,1886,0,Gd,10,2,431,Normal,199900
449,50,RM,IDOTRR,1.5Fin,6,6,1937,1950,MetalSd,780,780,596,1376,0,TA,7,1,198,Normal,119500
450,50,RM,OldTown,1.5Fin,3,7,1948,2002,MetalSd,649,679,504,1183,0,TA,6,1,308,Normal,120000
451,30,RM,OldTown,1Story,6,8,1930,2005,Wd Sdng,813,813,0,813,0,Gd,5,1,270,Normal,110000
452,20,RL,ClearCr,1Story,7,5,1975,1975,Plywood,1533,1533,0,1533,1,Gd,5,2,576,Normal,280000
453,60,RL,Timber,2Story,6,5,1996,1997,VinylSd,872,888,868,1756,1,TA,7,2,422,Normal,204000
454,60,FV,Somerst,2Story,8,5,2008,2008,VinylSd,768,786,804,1590,0,Gd,6,2,676,Normal,210000
455,90,RL,Mitchel,1Story,5,5,1976,1976,Plywood,1728,1728,0,1728,2,TA,8,2,560,Family,188000
456,20,RL,NWAmes,1Story,7,6,1973,1973,HdBoard,1242,1242,0,1242,0,TA,6,2,528,Normal,175500
457,70,RM,OldTown,2Story,5,5,1916,1950,AsbShng,624,624,720,1344,0,TA,7,3,513,Abnorml,98000
458,20,RL,ClearCr,1Story,4,6,1954,1994,Plywood,1364,1663,0,1663,1,Gd,6,2,529,Normal,256000
459,70,RM,OldTown,2Story,8,7,1925,1996,Stucco,588,833,833,1666,0,Gd,7,1,228,Normal,161000
460,50,RL,BrkSide,1.5Fin,5,4,1950,1950,MetalSd,709,979,224,1203,1,Gd,5,1,352,Normal,110000
461,60,FV,Somerst,2Story,8,5,2009,2009,VinylSd,832,832,1103,1935,1,TA,8,2,552,Partial,263435
462,70,RL,SWISU,2Story,7,9,1936,2007,Wd Sdng,560,575,560,1135,1,Gd,6,2,576,Normal,155000
463,20,RL,Sawyer,1Story,5,5,1965,1965,MetalSd,864,864,0,864,0,TA,5,1,360,Normal,62383
464,70,RL,Crawfor,2Story,6,7,1934,1995,Stucco,715,849,811,1660,0,TA,6,1,240,Normal,188700
465,20,RL,CollgCr,1Story,5,5,1978,1978,HdBoard,1040,1040,0,1040,0,TA,5,0,0,Normal,124000
466,120,RM,Blmngtn,1Story,7,5,2004,2004,VinylSd,1375,1414,0,1414,0,Gd,6,2,398,Normal,178740
467,20,RL,NAmes,1Story,7,5,1970,1970,Plywood,1277,1277,0,1277,1,TA,5,2,526,Normal,167000
468,70,RL,NAmes,2Story,5,7,1942,1995,MetalSd,728,888,756,1644,0,Gd,7,1,312,Normal,146500
469,20,RL,NridgHt,1Story,8,5,2006,2006,VinylSd,1626,1634,0,1634,0,Gd,7,3,866,Normal,250000
470,60,RL,SawyerW,2Story,6,5,1993,1993,HdBoard,832,832,878,1710,0,Gd,7,2,506,Normal,187000
471,120,RL,StoneBr,1Story,8,5,1985,1985,HdBoard,1488,1502,0,1502,1,Gd,4,2,528,Normal,212000
472,60,RL,NWAmes,2Story,7,6,1977,1977,WdShing,808,1161,808,1969,0,TA,8,2,534,Normal,190000
473,180,RM,Edwards,SLvl,6,5,2005,2005,VinylSd,547,1072,0,1072,1,TA,5,2,525,Normal,148000
474,20,RL,NridgHt,1Story,8,5,2006,2007,VinylSd,1976,1976,0,1976,1,Gd,7,3,908,Partial,440000
475,120,RL,StoneBr,1Story,8,5,2000,2000,CemntBd,1494,1652,0,1652,1,Ex,6,2,499,Normal,251000
476,20,RL,Sawyer,1Story,5,6,1963,1963,HdBoard,970,970,0,970,1,TA,5,2,624,Normal,132500
477,20,RL,CollgCr,1Story,6,5,1997,1998,VinylSd,1478,1493,0,1493,1,Gd,7,2,508,Normal,208900
478,60,RL,NridgHt,2Story,9,5,2006,2006,VinylSd,2153,2069,574,2643,0,Ex,9,3,694,Normal,380000
479,20,RL,CollgCr,1Story,8,5,2007,2008,VinylSd,1705,1718,0,1718,1,Gd,7,3,826,Normal,297000
480,30,RM,OldTown,1Story,4,7,1937,2000,Stucco,907,1131,0,1131,0,TA,7,2,672,Alloca,89471
481,20,RL,NridgHt,1Story,9,5,2004,2005,VinylSd,1833,1850,0,1850,1,Gd,8,3,772,Normal,326000
482,20,RL,NridgHt,1Story,9,5,2003,2004,VinylSd,1792,1792,0,1792,1,Ex,6,3,874,Normal,374000
483,70,RM,OldTown,2Story,7,8,1915,2005,Stucco,910,916,910,1826,1,Ex,7,1,164,Normal,155000
484,120,RM,Mitchel,1Story,6,5,1998,1998,VinylSd,1216,1216,0,1216,1,TA,5,2,402,Normal,164000
485,20,RL,Sawyer,1Story,5,7,1962,2001,HdBoard,999,999,0,999,1,Gd,6,1,264,Normal,132500
486,20,RL,NAmes,1Story,5,7,1950,2007,MetalSd,1113,1113,0,1113,0,Gd,5,1,264,Normal,147000
487,20,RL,NAmes,1Story,5,7,1965,1965,MetalSd,1073,1073,0,1073,1,TA,6,2,515,Normal,156000
488,20,RL,NWAmes,1Story,5,6,1971,1971,Plywood,1484,1484,0,1484,0,TA,7,2,487,Normal,175000
489,190,RL,OldTown,1.5Fin,5,4,1900,1970,Wd Sdng,954,1766,648,2414,0,TA,10,2,520,Normal,160000
490,180,RM,MeadowV,SFoyer,4,8,1970,2002,CemntBd,630,630,0,630,1,Gd,3,1,286,Normal,86000
491,160,RM,MeadowV,2Story,5,6,1976,1976,CemntBd,264,616,688,1304,0,TA,4,1,336,Normal,115000
492,50,RL,NAmes,1.5Fin,6,7,1941,1950,Wd Sdng,806,958,620,1578,1,Fa,5,1,240,Normal,133000
493,60,RL,Gilbert,2Story,6,5,2006,2006,VinylSd,728,728,728,1456,0,TA,8,2,429,Partial,172785
494,20,RL,NAmes,1Story,5,6,1960,1960,BrkFace,1269,1269,0,1269,0,TA,6,1,308,Normal,155000
495,30,RM,OldTown,1Story,5,8,1938,1996,MetalSd,190,886,0,886,0,TA,4,1,273,Normal,91300
496,30,C (all),IDOTRR,1Story,4,5,1920,1950,Wd Sdng,720,720,0,720,0,TA,4,0,0,Abnorml,34900
497,20,RL,NoRidge,1Story,8,5,1992,1993,BrkFace,3200,3228,0,3228,1,Gd,10,2,546,Normal,430000
498,50,RL,BrkSide,1.5Fin,7,6,1925,1950,Wd Sdng,1026,1133,687,1820,1,TA,8,1,240,Normal,184000
499,20,RL,Sawyer,1Story,5,7,1967,2004,HdBoard,864,899,0,899,0,Gd,5,1,288,Normal,130000
500,20,RL,NAmes,1Story,5,7,1958,1985,MetalSd,912,912,0,912,0,TA,5,1,297,Normal,120000
501,160,RM,BrDale,2Story,6,5,1973,1973,HdBoard,672,672,546,1218,0,TA,7,1,264,Normal,113000
502,60,FV,Somerst,2Story,7,5,2005,2005,VinylSd,866,866,902,1768,0,Gd,7,2,603,Normal,226700
503,20,RL,Edwards,1Story,5,7,1965,1965,MetalSd,1214,1214,0,1214,1,TA,6,2,461,Normal,140000
504,20,RL,Crawfor,1Story,7,8,1959,1997,BrkFace,1501,1801,0,1801,1,TA,6,2,484,Normal,289000
505,160,RL,NPkVill,2Story,6,5,1974,1974,Plywood,855,855,467,1322,0,TA,6,2,440,Normal,147000
506,90,RM,OldTown,2Story,5,5,1952,1952,Wd Sdng,960,960,1000,1960,0,TA,10,2,400,Normal,124500
507,60,RL,SawyerW,2Story,8,5,1993,1994,VinylSd,777,1065,846,1911,0,Gd,8,2,471,Normal,215000
508,20,FV,Somerst,1Story,6,5,2009,2009,VinylSd,1218,1218,0,1218,0,Gd,4,2,676,Partial,208300
509,70,RM,OldTown,2Story,7,9,1928,2005,MetalSd,689,689,689,1378,0,Gd,7,2,360,Normal,161000
510,20,RL,NAmes,1Story,5,6,1959,1959,MetalSd,1041,1041,0,1041,1,TA,6,1,270,Normal,124500
511,20,RL,NAmes,1Story,5,7,1951,2000,Wd Sdng,1008,1363,0,1363,1,TA,6,1,288,Normal,164900
512,120,RL,NridgHt,1Story,7,5,2005,2006,VinylSd,1368,1368,0,1368,0,Gd,6,2,474,Partial,202665
513,20,RL,NAmes,1Story,5,5,1958,1958,VinylSd,864,864,0,864,1,TA,5,2,624,Normal,129900
514,20,RL,Mitchel,1Story,6,5,1983,1983,VinylSd,1084,1080,0,1080,0,TA,5,2,484,Normal,134000
515,45,RL,Crawfor,1.5Unf,5,5,1926,1950,Wd Sdng,768,789,0,789,0,TA,5,1,200,Normal,96500
516,20,RL,NridgHt,1Story,10,5,2009,2009,CemntBd,2006,2020,0,2020,1,Ex,9,3,900,Partial,402861
517,80,RL,NWAmes,SLvl,6,6,1972,1972,HdBoard,689,1378,741,2119,0,TA,7,2,583,Abnorml,158000
518,60,RL,NoRidge,2Story,7,5,1996,1997,VinylSd,1264,1277,1067,2344,0,Gd,7,3,889,Normal,265000
519,60,RL,CollgCr,2Story,6,5,1998,1998,VinylSd,794,882,914,1796,1,TA,7,2,546,Normal,211000
520,70,RL,Crawfor,2Story,7,9,1926,2004,MetalSd,1276,1276,804,2080,0,Gd,9,1,282,Normal,234000
521,190,RL,OldTown,2Story,4,7,1900,2000,MetalSd,0,694,600,1294,0,TA,7,0,0,Normal,106250
522,20,RL,NAmes,1Story,6,6,1957,1957,VinylSd,1244,1244,0,1244,0,TA,6,1,336,Normal,150000
523,50,RM,BrkSide,1.5Fin,6,7,1947,1950,CemntBd,1004,1004,660,1664,0,TA,7,2,420,Normal,159000
524,60,RL,Edwards,2Story,10,5,2007,2008,CemntBd,3138,3138,1538,4676,1,Ex,11,3,884,Partial,184750
525,60,RL,NoRidge,2Story,7,5,1996,1997,VinylSd,1379,1383,1015,2398,1,Gd,8,3,834,Normal,315750
526,20,FV,Somerst,1Story,7,5,2005,2005,VinylSd,1257,1266,0,1266,0,Gd,6,2,453,Normal,176000
527,20,RL,NAmes,1Story,5,7,1956,2000,Wd Sdng,928,928,0,928,0,TA,4,1,252,Normal,132000
528,60,RL,NridgHt,2Story,9,5,2008,2008,VinylSd,1452,1476,1237,2713,1,Ex,11,3,858,Partial,446261
529,30,RL,Edwards,1Story,4,7,1920,2002,Wd Sdng,528,605,0,605,1,TA,5,0,0,Normal,86000
530,20,RL,Crawfor,1Story,6,3,1957,1975,Wd Sdng,2035,2515,0,2515,1,TA,9,2,484,Alloca,200624
531,80,RL,Timber,SLvl,6,5,1988,1989,HdBoard,1461,1509,0,1509,1,Gd,5,2,600,Abnorml,175000
532,70,RM,BrkSide,2Story,6,8,1920,1999,Wd Sdng,611,751,611,1362,0,TA,6,2,502,Normal,128000
533,20,RL,NAmes,1Story,5,7,1955,2007,VinylSd,0,827,0,827,0,TA,5,1,392,Normal,107500
534,20,RL,BrkSide,1Story,1,3,1946,1950,VinylSd,0,334,0,334,0,Fa,2,0,0,Normal,39300
535,60,RL,Gilbert,2Story,8,5,2004,2004,VinylSd,707,707,707,1414,0,Gd,6,2,403,Normal,178000
536,190,RL,Edwards,2Story,5,7,1910,1991,MetalSd,1117,820,527,1347,1,TA,5,0,0,Normal,107500
537,60,RL,CollgCr,2Story,7,5,1998,1999,VinylSd,880,880,844,1724,0,Gd,8,2,527,Normal,188000
538,20,RL,NAmes,1Story,4,5,1972,1972,MetalSd,864,864,0,864,0,TA,5,2,576,Normal,111250
539,20,RL,Sawyer,1Story,5,5,1968,1968,Plywood,1051,1159,0,1159,0,TA,7,1,336,Normal,158000
540,20,RL,CollgCr,1Story,8,5,2001,2002,VinylSd,1581,1601,0,1601,1,Gd,6,2,670,Normal,272000
541,20,RL,Timber,1Story,9,5,2006,2006,VinylSd,1838,1838,0,1838,1,Ex,8,3,765,Normal,315000
542,60,RL,NoRidge,2Story,8,5,2000,2000,VinylSd,969,997,1288,2285,0,Gd,8,3,648,Normal,248000
543,20,RL,NWAmes,1Story,7,5,1998,1999,VinylSd,1650,1680,0,1680,1,Gd,7,2,583,Normal,213250
544,120,RH,NAmes,SFoyer,7,5,1998,1998,MetalSd,723,767,0,767,1,TA,4,1,367,Normal,133000
545,60,RL,Gilbert,2Story,7,5,2006,2006,VinylSd,654,664,832,1496,1,Gd,7,2,426,Partial,179665
546,50,RL,NWAmes,1.5Fin,7,5,1988,1988,HdBoard,1204,1377,806,2183,0,Gd,9,3,786,Normal,229000
547,50,RL,BrkSide,1.5Fin,6,7,1923,1950,BrkFace,1065,915,720,1635,0,TA,6,2,440,Normal,210000
548,85,RL,Mitchel,SFoyer,5,7,1970,1970,VinylSd,768,768,0,768,1,TA,5,2,624,Normal,129500
549,20,RM,OldTown,1Story,5,7,1955,1995,MetalSd,825,825,0,825,1,TA,4,2,720,Normal,125000
550,60,FV,Somerst,2Story,7,5,2003,2004,VinylSd,912,912,1182,2094,0,Gd,8,2,615,Normal,263000
551,120,RL,NPkVill,1Story,6,6,1977,1977,Plywood,1069,1069,0,1069,0,TA,4,2,440,Abnorml,140000
552,20,RM,OldTown,1Story,5,6,1957,1957,BrkFace,928,928,0,928,0,TA,5,1,288,Normal,112500
553,20,RL,NridgHt,1Story,8,5,2006,2006,VinylSd,1709,1717,0,1717,0,Gd,7,3,908,Normal,255500
554,20,RL,Edwards,1Story,4,5,1949,2003,VinylSd,0,1126,0,1126,0,Gd,5,2,520,Normal,108000
555,60,RL,NridgHt,2Story,7,5,2003,2004,VinylSd,998,1006,1040,2046,1,Gd,8,3,871,Normal,284000
556,45,RM,BrkSide,1.5Unf,5,6,1922,1950,MetalSd,993,1048,0,1048,0,TA,5,1,280,Normal,113000
557,20,RL,NAmes,1Story,5,5,1957,1957,Wd Sdng,1092,1092,0,1092,1,TA,6,1,299,Normal,141000
558,50,C (all),IDOTRR,1.5Fin,4,6,1920,1950,MetalSd,637,897,439,1336,0,TA,7,1,570,Normal,108000
559,60,RL,Gilbert,2Story,7,5,1996,1997,HdBoard,729,729,717,1446,0,TA,6,2,406,Normal,175000
560,120,RL,Blmngtn,1Story,7,5,2003,2004,VinylSd,1374,1557,0,1557,0,Gd,7,2,420,Normal,234000
561,20,RL,Sawyer,1Story,5,6,1957,1996,Wd Sdng,1392,1392,0,1392,1,TA,5,2,528,Normal,121500
562,20,RL,Mitchel,1Story,5,5,1974,1975,HdBoard,1389,1389,0,1389,1,TA,6,2,418,Normal,170000
563,30,RL,Edwards,1Story,5,6,1940,1969,WdShing,996,996,0,996,1,TA,6,0,0,Normal,108000
564,50,RL,Edwards,1.5Fin,6,7,1918,1950,Wd Sdng,1163,1163,511,1674,0,TA,8,2,396,Normal,185000
565,60,RL,NoRidge,2Story,7,5,1992,2000,HdBoard,1095,1166,1129,2295,1,Gd,9,2,590,Normal,268000
566,70,RL,SWISU,2Story,6,4,1915,1950,Wd Sdng,806,841,806,1647,1,Fa,6,1,216,Normal,128000
567,60,RL,StoneBr,2Story,9,5,2005,2007,VinylSd,1122,1134,1370,2504,0,Ex,11,3,656,Normal,325000
568,20,RL,NridgHt,1Story,7,5,2004,2004,VinylSd,1517,1535,0,1535,0,Gd,7,2,532,Normal,214000
569,50,RL,SawyerW,1.5Fin,8,8,1983,2009,Wd Sdng,1496,1496,636,2132,1,Gd,5,2,612,Normal,316600
570,90,RL,NAmes,SFoyer,5,5,1979,1979,MetalSd,943,943,0,943,1,TA,4,2,600,Normal,135960
571,90,RL,NAmes,1Story,5,5,1965,1965,HdBoard,1728,1728,0,1728,0,TA,10,2,576,Normal,142600
572,20,RL,NAmes,1Story,6,6,1959,1959,WdShing,864,864,0,864,1,Gd,4,1,288,Abnorml,120000
573,60,RL,Timber,2Story,7,5,2009,2009,VinylSd,846,846,846,1692,0,Gd,6,2,650,Partial,224500
574,80,RL,Gilbert,SLvl,7,5,2000,2000,VinylSd,384,774,656,1430,0,TA,8,2,400,Normal,170000
575,80,RL,NAmes,SLvl,5,7,1971,2005,MetalSd,372,576,533,1109,0,TA,5,1,288,Normal,139000
576,50,RL,NAmes,1.5Fin,5,5,1947,1950,MetalSd,832,832,384,1216,0,TA,6,1,336,Abnorml,118500
577,50,RL,SWISU,1.5Fin,7,7,1928,1950,Wd Sdng,861,877,600,1477,0,TA,6,1,216,Normal,145000
578,80,RL,Sawyer,SLvl,5,6,1966,1966,VinylSd,1164,1320,0,1320,1,TA,6,2,564,Abnorml,164500
579,160,FV,Somerst,2Story,7,5,2007,2007,VinylSd,689,703,689,1392,0,Gd,5,2,540,Abnorml,146000
580,50,RM,OldTown,1.5Fin,5,5,1954,1954,MetalSd,1050,1050,745,1795,0,TA,7,1,352,Normal,131500
581,20,RL,NAmes,1Story,6,6,1960,1987,Wd Sdng,1144,1429,0,1429,0,Gd,7,2,572,Normal,181900
582,20,RL,NridgHt,1Story,8,5,2008,2009,VinylSd,2042,2042,0,2042,0,Ex,8,3,1390,Partial,253293
583,90,RL,Edwards,SFoyer,6,5,1990,1990,HdBoard,816,816,0,816,1,TA,5,0,0,Normal,118500
584,75,RM,OldTown,2.5Unf,10,9,1893,2000,Wd Sdng,1237,1521,1254,2775,0,Gd,9,2,880,Normal,325000
585,50,RM,BrkSide,1.5Fin,4,7,1935,1995,AsbShng,884,989,584,1573,0,Gd,6,1,240,Normal,133000
586,20,RL,Timber,1Story,8,5,2005,2006,VinylSd,1868,2028,0,2028,1,Gd,7,3,880,Partial,369900
587,30,RL,BrkSide,1Story,6,7,1918,2000,Stucco,816,838,0,838,1,Fa,5,1,275,Normal,130000
588,85,RL,Sawyer,SFoyer,5,6,1982,1982,HdBoard,840,860,0,860,1,TA,4,2,528,Normal,137000
589,20,RL,ClearCr,1Story,5,8,1968,2003,Wd Sdng,1437,1473,0,1473,2,Ex,5,1,452,Partial,143000
590,40,RM,BrkSide,1Story,5,6,1930,1960,VinylSd,742,779,0,935,0,TA,4,1,308,Normal,79500
591,60,RL,CollgCr,2Story,7,5,2004,2004,VinylSd,770,770,812,1582,0,Gd,6,2,520,Normal,185900
592,60,RL,NridgHt,2Story,10,5,2008,2008,CemntBd,1722,1728,568,2296,1,Ex,10,3,842,Normal,451950
593,20,RL,Mitchel,1Story,5,8,1982,2003,HdBoard,816,816,0,816,1,TA,4,2,816,Normal,138000
594,120,RM,CollgCr,1Story,6,5,2003,2003,VinylSd,848,848,0,848,1,Gd,4,2,420,Normal,140000
595,20,RL,CollgCr,1Story,5,6,1975,1975,HdBoard,924,924,0,924,0,TA,5,1,280,Normal,110000
596,20,RL,StoneBr,1Story,8,5,2005,2006,VinylSd,1814,1826,0,1826,1,Gd,7,3,758,Partial,319000
597,70,RM,OldTown,2Story,6,7,1910,1993,VinylSd,684,684,684,1368,0,TA,7,1,216,Normal,114504
598,120,RL,Blmngtn,1Story,7,5,2006,2007,VinylSd,1258,1402,0,1402,0,Gd,7,3,648,Partial,194201
599,20,RL,Crawfor,1Story,5,6,1977,1977,Plywood,1430,1647,0,1647,1,Gd,7,2,621,Normal,217500
600,160,RM,Blueste,2Story,6,6,1980,1980,MetalSd,716,716,840,1556,1,TA,6,2,452,Normal,151000
601,60,RL,NridgHt,2Story,8,5,2005,2005,VinylSd,1058,1058,846,1904,1,Ex,8,2,736,Normal,275000
602,50,RM,IDOTRR,1.5Fin,6,6,1937,1950,Wd Sdng,780,780,595,1375,0,Gd,6,1,544,Normal,141000
603,60,RL,SawyerW,2Story,8,5,1992,1992,HdBoard,908,927,988,1915,1,Gd,8,2,506,Abnorml,220000
604,160,FV,Somerst,2Story,7,5,2004,2005,MetalSd,600,600,600,1200,0,Gd,4,2,480,Normal,151000
605,20,RL,CollgCr,1Story,7,5,2002,2002,VinylSd,1494,1494,0,1494,1,Gd,6,2,530,Normal,221000
606,60,RL,NAmes,2Story,7,6,1965,1990,HdBoard,768,1186,800,1986,0,TA,7,2,486,Normal,205000
607,20,RL,CollgCr,1Story,5,5,1996,1996,VinylSd,1040,1040,0,1040,1,Gd,6,2,576,Normal,152000
608,20,RL,Edwards,2Story,5,8,1948,2002,MetalSd,896,1112,896,2008,1,Ex,8,1,230,Normal,225000
609,70,RL,Crawfor,2Story,8,6,1934,1998,BrkFace,965,1940,1254,3194,0,TA,10,2,380,Alloca,359100
610,20,RL,Sawyer,1Story,4,5,1961,1961,VinylSd,1029,1029,0,1029,1,TA,5,1,261,Normal,118500
611,60,RL,CollgCr,2Story,9,5,2000,2000,VinylSd,1440,1476,677,2153,1,Ex,8,3,736,Normal,313000
612,80,RL,NWAmes,SLvl,6,6,1978,1978,HdBoard,1032,1032,0,1032,0,TA,6,2,564,Normal,148000
613,60,RL,CollgCr,2Story,8,5,2001,2001,VinylSd,1299,1299,573,1872,1,Ex,7,2,531,Normal,261500
614,20,RL,Mitchel,1Story,5,5,2007,2007,VinylSd,1120,1120,0,1120,0,TA,6,0,0,Partial,147000
615,180,RM,MeadowV,SFoyer,4,6,1972,1972,CemntBd,630,630,0,630,1,TA,3,0,0,Normal,75500
616,85,RL,NAmes,SFoyer,6,7,1963,1963,MetalSd,936,1054,0,1054,1,Gd,6,2,480,Abnorml,137500
617,60,RL,Gilbert,2Story,6,5,2002,2003,VinylSd,783,807,702,1509,1,Gd,7,2,393,Normal,183200
618,45,RL,NAmes,1.5Unf,6,6,1954,1954,MetalSd,832,832,0,832,0,Gd,4,2,528,Normal,105500
619,20,RL,NridgHt,1Story,9,5,2007,2007,CemntBd,1822,1828,0,1828,0,Gd,9,3,774,Partial,314813
620,60,RL,Timber,2Story,8,5,2003,2003,VinylSd,1482,1482,780,2262,1,Gd,10,3,749,Normal,305000
621,30,RL,Edwards,1Story,3,3,1914,1950,Stucco,864,864,0,864,1,TA,5,0,0,Normal,67000
622,60,RL,NWAmes,2Story,6,7,1974,1997,HdBoard,1522,1548,1066,2614,0,TA,9,2,624,Normal,240000
623,20,RL,Sawyer,1Story,5,6,1977,1977,Plywood,980,980,0,980,0,TA,6,2,484,Normal,135000
624,160,FV,Somerst,2Story,6,5,2000,2000,MetalSd,756,756,756,1512,0,Gd,4,2,440,Normal,168500
625,60,RL,NWAmes,2Story,6,5,1972,1972,VinylSd,732,1012,778,1790,1,TA,8,2,484,Normal,165150
626,20,RL,NAmes,1Story,6,6,1962,1962,Wd Sdng,1116,1116,0,1116,0,TA,5,2,440,Normal,160000
627,20,RL,NAmes,1Story,5,5,1960,1978,Wd Sdng,978,1422,0,1422,0,TA,6,1,286,Normal,139900
628,80,RL,NAmes,SLvl,6,6,1955,1972,AsbShng,1156,1520,0,1520,1,TA,7,1,364,Normal,153000
629,60,RL,NAmes,2Story,5,5,1969,1969,Plywood,1040,1040,1040,2080,0,Fa,9,2,504,Family,135000
630,80,RL,NAmes,SLvl,6,5,1964,1964,Plywood,1248,1350,0,1350,1,TA,6,2,520,Normal,168500
631,70,RM,OldTown,2Story,5,6,1880,1991,VinylSd,636,1089,661,1750,0,Ex,8,1,240,Abnorml,124000
632,120,RL,NridgHt,1Story,8,5,2006,2006,VinylSd,1554,1554,0,1554,0,Gd,6,2,627,Normal,209500
633,20,RL,NWAmes,1Story,7,5,1977,1977,Plywood,1386,1411,0,1411,0,TA,6,2,544,Family,82500
634,20,RL,NAmes,1Story,5,7,1954,2005,Wd Sdng,1056,1056,0,1056,0,TA,6,1,260,Normal,139400
635,90,RL,OldTown,SFoyer,6,5,1980,1980,Plywood,1056,1056,0,1056,2,TA,4,2,576,Normal,144000
636,190,RH,SWISU,2.5Fin,6,7,1914,1995,VinylSd,1440,1440,1440,3395,0,Fa,14,0,0,Abnorml,200000
637,30,RM,BrkSide,1Story,2,3,1936,1950,AsbShng,264,800,0,800,0,Fa,4,0,0,Normal,60000
638,190,RM,OldTown,1.5Fin,5,4,1954,1954,Wd Sdng,811,811,576,1387,0,Gd,7,1,256,Normal,93000
639,30,RL,Edwards,1Story,5,7,1910,1950,MetalSd,796,796,0,796,0,TA,4,0,0,Normal,85000
640,120,RL,Blmngtn,1Story,8,5,2006,2006,VinylSd,1520,1567,0,1567,1,Ex,7,3,648,Partial,264561
641,120,RL,NridgHt,1Story,8,5,2003,2004,MetalSd,1518,1518,0,1518,0,Ex,6,2,588,Normal,274000
642,60,FV,Somerst,2Story,7,5,2001,2001,VinylSd,1057,1057,872,1929,1,Gd,7,2,650,Normal,226000
643,80,RL,NAmes,SLvl,8,7,1972,1995,Plywood,1952,2000,704,2704,1,Ex,9,2,538,Normal,345000
644,60,RL,NWAmes,2Story,5,5,1969,1969,WdShing,780,780,840,1620,0,TA,7,2,462,Normal,152000
645,20,FV,Somerst,1Story,9,5,2009,2009,CemntBd,1766,1766,0,1766,1,Ex,7,3,478,Partial,370878
646,20,RL,NAmes,1Story,6,5,1971,1971,Plywood,981,981,0,981,1,TA,5,2,576,Normal,143250
647,20,RL,NAmes,1Story,5,5,1950,1950,MetalSd,0,1048,0,1048,0,TA,7,2,420,Normal,98300
648,20,RL,Edwards,1Story,6,5,1953,1953,Wd Sdng,1094,1094,0,1094,0,TA,5,2,495,Normal,155000
649,60,RL,NAmes,2Story,6,5,1966,1966,MetalSd,756,1051,788,1839,0,TA,7,2,442,Normal,155000
650,180,RM,MeadowV,SFoyer,4,6,1970,1970,CemntBd,630,630,0,630,1,TA,3,0,0,Normal,84500
651,60,FV,Somerst,2Story,7,6,2007,2007,CemntBd,813,822,843,1665,0,Gd,7,2,562,Normal,205950
652,70,RL,Edwards,2Story,4,5,1940,1950,MetalSd,755,755,755,1510,1,TA,7,1,296,Normal,108000
653,60,RL,CollgCr,2Story,7,5,1996,1996,VinylSd,880,909,807,1716,0,Gd,7,2,512,Normal,191000
654,50,RM,IDOTRR,1.5Fin,6,7,1906,1995,MetalSd,756,756,713,1469,0,TA,7,1,216,Normal,135000
655,20,RL,NoRidge,1Story,8,6,1995,1995,MetalSd,2109,2113,0,2113,1,Gd,7,3,839,Normal,350000
656,160,RM,BrDale,2Story,6,5,1971,1971,HdBoard,525,525,567,1092,0,TA,6,1,264,Family,88000
657,20,RL,NAmes,1Story,5,7,1959,2006,HdBoard,1053,1053,0,1053,1,Gd,5,1,312,Normal,145500
658,70,RL,Crawfor,2Story,7,6,1931,2000,Stucco,776,851,651,1502,0,TA,6,1,270,Normal,149000
659,50,RL,NAmes,1.5Fin,6,5,1948,1950,VinylSd,912,912,546,1458,0,TA,6,1,330,Abnorml,97500
660,20,RL,Edwards,1Story,5,7,1964,1999,MetalSd,1486,1486,0,1486,1,TA,7,2,480,Normal,167000
661,60,RL,NWAmes,2Story,7,7,1976,1976,Plywood,793,1142,793,1935,0,TA,7,2,550,Normal,197900
662,60,RL,NoRidge,2Story,8,7,1994,2005,VinylSd,1629,1686,762,2448,1,Gd,8,3,711,Normal,402000
663,20,RL,NAmes,1Story,6,3,1968,1968,Wd Sdng,1392,1392,0,1392,1,TA,5,2,576,Normal,110000
664,85,RL,Edwards,SFoyer,4,5,1972,1972,Plywood,1138,1181,0,1181,1,TA,6,2,588,Normal,137500
665,20,RL,Somerst,1Story,8,5,2005,2006,VinylSd,2077,2097,0,2097,1,Ex,8,3,1134,Partial,423000
666,60,RL,Gilbert,2Story,8,5,2000,2000,VinylSd,1406,1454,482,1936,0,Gd,7,2,504,Normal,230500
667,60,RL,NAmes,2Story,6,5,1965,1979,Plywood,1021,1465,915,2380,0,TA,7,2,596,Abnorml,129000
